,split0_test_rmse,split1_test_rmse,split2_test_rmse,split3_test_rmse,split4_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_n_factors,param_n_epochs,param_lr_all,param_reg_all
32,0.6993168038283112,0.6989417327763925,0.7020440902863966,0.7027667862987734,0.701039603524932,0.7008218033429611,0.0014915810312640723,58,0.5464812278747558,0.007844607870304108,0.7566422462463379,0.005826316900159398,"{'n_factors': 10, 'n_epochs': 5, 'lr_all': 0.005, 'reg_all': 0.1}",10,5,0.005,0.1
33,0.6879375213659578,0.6874680775439345,0.6906268181518929,0.6910970634426147,0.6893695553462349,0.689299807170127,0.001428776336485621,20,0.5459630012512207,0.005786104994181492,0.7584447860717773,0.004758788206066921,"{'n_factors': 10, 'n_epochs': 5, 'lr_all': 0.02, 'reg_all': 0.005}",10,5,0.02,0.005
34,0.6874847784212105,0.6870152568561669,0.6902415951447737,0.6908708996234092,0.6890770405863608,0.6889379141263843,0.0015009055704909395,18,0.5555172920227051,0.028205608111422857,0.7621647834777832,0.007098060175350571,"{'n_factors': 10, 'n_epochs': 5, 'lr_all': 0.02, 'reg_all': 0.02}",10,5,0.02,0.02
35,0.6875545184748157,0.6869323378360835,0.6903557300250617,0.6908958786897603,0.6890513377082961,0.6889579605468035,0.001535630330063165,19,0.5433480739593506,0.00522392666354873,0.7758211135864258,0.03551405962005004,"{'n_factors': 10, 'n_epochs': 5, 'lr_all': 0.02, 'reg_all': 0.1}",10,5,0.02,0.1
36,0.7009308180550285,0.7005755881694802,0.7036706972345892,0.7042399947544644,0.7023569671772205,0.7023548130781565,0.0014476787494142422,64,1.5388874530792236,0.03284784606756603,0.8117488861083985,0.03762268360704716,"{'n_factors': 10, 'n_epochs': 20, 'lr_all': 0.001, 'reg_all': 0.005}",10,20,0.001,0.005
37,0.700986367943545,0.7006817209974332,0.7036139906995327,0.7042960801101678,0.7024896940528725,0.7024135707607102,0.0014161112752756604,65,1.5185059547424316,0.01770905010544016,0.7607505798339844,0.004691612175013549,"{'n_factors': 10, 'n_epochs': 20, 'lr_all': 0.001, 'reg_all': 0.02}",10,20,0.001,0.02
38,0.7013444243104199,0.70073459918833,0.7040950866771156,0.7046019793061571,0.7028755871916446,0.7027303353347334,0.0015026914265817567,68,1.5315628051757812,0.019101743674030232,0.8113848686218261,0.06252527310748686,"{'n_factors': 10, 'n_epochs': 20, 'lr_all': 0.001, 'reg_all': 0.1}",10,20,0.001,0.1
39,0.6871980720487858,0.6869331896420885,0.6901698710783608,0.6906547226053344,0.6888542172367821,0.6887620145222704,0.0015075424911774487,15,1.5303039073944091,0.031852479212585307,0.8638373374938965,0.017829658072023063,"{'n_factors': 10, 'n_epochs': 20, 'lr_all': 0.005, 'reg_all': 0.005}",10,20,0.005,0.005
40,0.6868172702171975,0.6863453556414679,0.6896411573080629,0.6902088329579612,0.6883529193536809,0.6882731070956741,0.0015139783802946916,13,1.5259551525115966,0.012382005623632978,0.854762077331543,0.04082917238639113,"{'n_factors': 10, 'n_epochs': 20, 'lr_all': 0.005, 'reg_all': 0.02}",10,20,0.005,0.02
41,0.6867844173387238,0.6862986102551178,0.6894667893750999,0.6900804764720339,0.6883394030407315,0.6881939392963414,0.001468288381940602,12,1.5448944091796875,0.030587270032968603,0.8718934059143066,0.05648423842791179,"{'n_factors': 10, 'n_epochs': 20, 'lr_all': 0.005, 'reg_all': 0.1}",10,20,0.005,0.1
42,0.6951421036530281,0.6943178913216879,0.6982916151550962,0.6985127068196668,0.6964526508364078,0.6965433935571774,0.0016648832582652046,46,1.5280202865600585,0.01715912043645473,0.8606445789337158,0.030429913263581437,"{'n_factors': 10, 'n_epochs': 20, 'lr_all': 0.02, 'reg_all': 0.005}",10,20,0.02,0.005
43,0.6884480967076703,0.68801630502064,0.6916335601377214,0.6923800259762978,0.6901780234271978,0.6901312022539055,0.0017100943924104378,23,1.5284525394439696,0.01673037179078085,0.8645449161529541,0.056539291192032146,"{'n_factors': 10, 'n_epochs': 20, 'lr_all': 0.02, 'reg_all': 0.02}",10,20,0.02,0.02
44,0.685042180327793,0.6839311320969811,0.6875683477218042,0.6886330496913925,0.6863252007204922,0.6862999821116926,0.0016879637052004484,6,1.5592864513397218,0.06285786533699353,0.8909880161285401,0.07159016522429998,"{'n_factors': 10, 'n_epochs': 20, 'lr_all': 0.02, 'reg_all': 0.1}",10,20,0.02,0.1
45,0.6923230710287238,0.6921062536593866,0.6949769260545992,0.6953941437702605,0.6937122254908492,0.6937025240007639,0.0013369174741256302,37,3.4649344444274903,0.025423427454739456,0.8774620056152344,0.05616552635048086,"{'n_factors': 10, 'n_epochs': 50, 'lr_all': 0.001, 'reg_all': 0.005}",10,50,0.001,0.005
46,0.6923601873499017,0.692060810847777,0.6948124396595295,0.6955003527696939,0.6936963069189673,0.6936860195091739,0.0013386461424735416,36,3.5149919509887697,0.07869171824919716,0.8935688972473145,0.0649495738598157,"{'n_factors': 10, 'n_epochs': 50, 'lr_all': 0.001, 'reg_all': 0.02}",10,50,0.001,0.02
47,0.6925873435080162,0.6922816317032711,0.6954107818881503,0.6957691385548461,0.6941259186911656,0.6940349628690898,0.0014197385840663012,39,3.501299810409546,0.019083203421640778,0.889310646057129,0.06245885828362028,"{'n_factors': 10, 'n_epochs': 50, 'lr_all': 0.001, 'reg_all': 0.1}",10,50,0.001,0.1
48,0.6904699549315062,0.6897295191832765,0.6929696597670608,0.6943496411833657,0.6919617782869996,0.6918961106704418,0.0016676133089251028,29,3.567567253112793,0.0818954008551788,0.9188665866851806,0.11235307098405023,"{'n_factors': 10, 'n_epochs': 50, 'lr_all': 0.005, 'reg_all': 0.005}",10,50,0.005,0.005
49,0.6844647162821673,0.6838866460618213,0.6874185556163089,0.6879013909725928,0.6858925235010206,0.6859127664867823,0.0015763534754723114,5,3.5117546558380126,0.07361634280731225,0.8837526321411133,0.0732760855866464,"{'n_factors': 10, 'n_epochs': 50, 'lr_all': 0.005, 'reg_all': 0.02}",10,50,0.005,0.02
50,0.6824572067551672,0.6816825003754053,0.6851658914683464,0.6859823214903467,0.6837534259013159,0.6838082691981163,0.0016072904029787683,2,3.544556760787964,0.04175283762587992,0.8952350616455078,0.07191588369350792,"{'n_factors': 10, 'n_epochs': 50, 'lr_all': 0.005, 'reg_all': 0.1}",10,50,0.005,0.1
51,0.7069667773118788,0.7062548458857375,0.7093183296888022,0.7106345618328491,0.707802555941688,0.7081954141321911,0.0015899730794023412,81,3.6296410083770754,0.31780653885607535,0.8544497013092041,0.08078912565208018,"{'n_factors': 10, 'n_epochs': 50, 'lr_all': 0.02, 'reg_all': 0.005}",10,50,0.02,0.005
52,0.7030164271750142,0.7015512870387919,0.7053317072191052,0.7062464670439103,0.7033351914712506,0.7038962159896144,0.0016835547951326295,72,3.563042688369751,0.03810575197226462,0.8349414348602295,0.05316134988153128,"{'n_factors': 10, 'n_epochs': 50, 'lr_all': 0.02, 'reg_all': 0.02}",10,50,0.02,0.02
53,0.7027777267752034,0.7015320810794512,0.7051318670438697,0.7059938778247948,0.7033443564060946,0.7037559818258827,0.0016108005211940884,71,3.516920471191406,0.06942913672465087,0.7888246059417725,0.03104381762616492,"{'n_factors': 10, 'n_epochs': 50, 'lr_all': 0.02, 'reg_all': 0.1}",10,50,0.02,0.1
54,0.7147479357007656,0.7142710173582627,0.7174566812073223,0.7180237285415603,0.7162132125975846,0.7161425150810992,0.001464127740643099,101,2.145618200302124,0.019533532146563087,0.8452419757843017,0.06584502646077363,"{'n_factors': 100, 'n_epochs': 5, 'lr_all': 0.001, 'reg_all': 0.005}",100,5,0.001,0.005
55,0.7145120763478184,0.7141438740021309,0.7172873954877873,0.7179486966875899,0.7159129847983046,0.7159610054647262,0.0014908987365549594,99,2.151342582702637,0.018443065169654608,0.7932840347290039,0.019174511173439702,"{'n_factors': 100, 'n_epochs': 5, 'lr_all': 0.001, 'reg_all': 0.02}",100,5,0.001,0.02
56,0.7143919591941086,0.713599221241947,0.7174455302738707,0.717707004905818,0.715763802633593,0.7157815036498674,0.0016229629275177676,98,2.160084342956543,0.03212314411404442,0.7873355388641358,0.019640990974888674,"{'n_factors': 100, 'n_epochs': 5, 'lr_all': 0.001, 'reg_all': 0.1}",100,5,0.001,0.1
57,0.7018624887777837,0.7016350257766102,0.7046223391774457,0.704950417976158,0.7034269045936142,0.7032994352603223,0.0013658068132799247,70,2.1686126232147216,0.05284208973060649,0.7776562690734863,0.005492640802757019,"{'n_factors': 100, 'n_epochs': 5, 'lr_all': 0.005, 'reg_all': 0.005}",100,5,0.005,0.005
58,0.7014597567619427,0.7011184007329478,0.7040486902192471,0.7042980481957887,0.7032218133199812,0.7028293418459814,0.001311565892354879,69,2.1415566921234133,0.020843478675864877,0.8291365623474121,0.05217456752201188,"{'n_factors': 100, 'n_epochs': 5, 'lr_all': 0.005, 'reg_all': 0.02}",100,5,0.005,0.02
59,0.7015355990305511,0.7008849509686462,0.7038381523351955,0.7042881200595076,0.7028668141449178,0.7026827273077637,0.0013033866575082387,67,2.164679479598999,0.04382013814270727,0.8228757858276368,0.06604509179209676,"{'n_factors': 100, 'n_epochs': 5, 'lr_all': 0.005, 'reg_all': 0.1}",100,5,0.005,0.1
60,0.6943254131279873,0.694444110113421,0.6974632512444088,0.6974440266302558,0.695789299017296,0.6958932200266738,0.0013739531822316597,44,2.159550666809082,0.02070028927966808,0.8561925411224365,0.0740438979537498,"{'n_factors': 100, 'n_epochs': 5, 'lr_all': 0.02, 'reg_all': 0.005}",100,5,0.02,0.005
61,0.6919259631475593,0.690996259301899,0.6941743950778363,0.6947779959355066,0.6928454382006934,0.6929440103326989,0.0013940746340661667,32,2.136633110046387,0.014349428593484473,0.7937955379486084,0.02085997230430276,"{'n_factors': 100, 'n_epochs': 5, 'lr_all': 0.02, 'reg_all': 0.02}",100,5,0.02,0.02
62,0.6895696449163164,0.6894506373615721,0.692516770989488,0.6932222862813758,0.691087917431421,0.6911694513960347,0.001519852058483104,26,2.1299312114715576,0.006132266367819687,0.7953861236572266,0.012190026912427161,"{'n_factors': 100, 'n_epochs': 5, 'lr_all': 0.02, 'reg_all': 0.1}",100,5,0.02,0.1
63,0.7039998013100789,0.703620259876024,0.706627894304398,0.7073638121068057,0.7053518311958065,0.7053927197586226,0.0014487490409233375,77,4.416038274765015,0.03777839438147834,0.8177876472473145,0.031175439270116095,"{'n_factors': 100, 'n_epochs': 20, 'lr_all': 0.001, 'reg_all': 0.005}",100,20,0.001,0.005
64,0.7034560058417462,0.7030640172288504,0.7061488652490688,0.7067824179949537,0.7048696734255443,0.7048641959480326,0.0014528333582017215,74,4.445946121215821,0.0731233428907116,0.8359682559967041,0.05025781975563014,"{'n_factors': 100, 'n_epochs': 20, 'lr_all': 0.001, 'reg_all': 0.02}",100,20,0.001,0.02
65,0.7034084460550714,0.7025077037614194,0.7057905326997925,0.7062430530925862,0.7048033967472148,0.7045506264712168,0.0014102253322104985,73,4.410597324371338,0.07050130167564399,0.8036413669586182,0.017802322921193946,"{'n_factors': 100, 'n_epochs': 20, 'lr_all': 0.001, 'reg_all': 0.1}",100,20,0.001,0.1
66,0.6943449852855896,0.6941203553282933,0.6969189991467071,0.6973324246708836,0.6961592189228434,0.6957751966708633,0.0013164133631542044,43,4.448288059234619,0.11149652992903437,0.8286308288574219,0.06021727041937585,"{'n_factors': 100, 'n_epochs': 20, 'lr_all': 0.005, 'reg_all': 0.005}",100,20,0.005,0.005
67,0.6911123265087583,0.6911479601082436,0.6943023458169324,0.6941169638426984,0.6930142292457078,0.6927387651044681,0.001385356267621145,30,4.468165922164917,0.05754569609047499,0.8781901836395264,0.05990663286640291,"{'n_factors': 100, 'n_epochs': 20, 'lr_all': 0.005, 'reg_all': 0.02}",100,20,0.005,0.02
68,0.6891658967436977,0.688747973410278,0.6920328194136706,0.6924740456228894,0.690717567396311,0.6906276605173693,0.0014873916551605287,24,4.517647171020508,0.08341175819959543,0.8365841865539551,0.05514125960193649,"{'n_factors': 100, 'n_epochs': 20, 'lr_all': 0.005, 'reg_all': 0.1}",100,20,0.005,0.1
69,0.6967598498173249,0.6961122084309982,0.6992894121551329,0.6995607277076592,0.6975836776215801,0.697861175146539,0.0013621414603427855,50,4.484471940994263,0.14166530351777573,0.8434136867523193,0.0678919412830232,"{'n_factors': 100, 'n_epochs': 20, 'lr_all': 0.02, 'reg_all': 0.005}",100,20,0.02,0.005
70,0.6901960922496807,0.6900391332601742,0.693157499695582,0.6934878740480003,0.6918783513448329,0.691751790119654,0.0014394036225325773,28,4.421051740646362,0.03295014654452013,0.8177868366241455,0.0387849379863586,"{'n_factors': 100, 'n_epochs': 20, 'lr_all': 0.02, 'reg_all': 0.02}",100,20,0.02,0.02
71,0.684986147280151,0.6843403466558586,0.6880402923619494,0.688558805876087,0.6866585745517417,0.6865168333451575,0.0016486821343642596,8,4.487810039520264,0.1426876183336131,0.8382716178894043,0.05171546098842394,"{'n_factors': 100, 'n_epochs': 20, 'lr_all': 0.02, 'reg_all': 0.1}",100,20,0.02,0.1
72,0.696790463149769,0.6965778940613203,0.6991602758209595,0.6993742650503096,0.6978147172941327,0.6979435230752982,0.0011609126210077373,51,9.351033210754395,0.16694081864682933,0.9395349979400635,0.042579999176598694,"{'n_factors': 100, 'n_epochs': 50, 'lr_all': 0.001, 'reg_all': 0.005}",100,50,0.001,0.005
73,0.6953649027325225,0.6957239160886706,0.6986060960164847,0.6989432843687483,0.697046814036106,0.6971370026485064,0.0014536969904587037,49,9.716860914230347,0.13588672306043992,0.9383063793182373,0.059146921693745816,"{'n_factors': 100, 'n_epochs': 50, 'lr_all': 0.001, 'reg_all': 0.02}",100,50,0.001,0.02
74,0.6947984187348124,0.6944930443290127,0.6973505563677073,0.6976911798775015,0.6962527534317442,0.6961171905481557,0.0012956867666195123,45,9.760571241378784,0.20941739144261293,0.8835442543029786,0.021656793129268537,"{'n_factors': 100, 'n_epochs': 50, 'lr_all': 0.001, 'reg_all': 0.1}",100,50,0.001,0.1
